company_group,sector,ticker,position,statement_type,concepts_used,extraction_method,n_filings,latest_value,latest_period
BankA,Banks,AXP,income_tax,income_statement,IncomeTaxExpenseBenefit,sec_companyfacts,21,807000000.0,2026-03-31
BankA,Banks,BAC,income_tax,income_statement,IncomeTaxExpenseBenefit,sec_companyfacts,21,1820000000.0,2026-03-31
BankA,Banks,C,income_tax,income_statement,IncomeTaxExpenseBenefit,ixbrl_dimensional,21,1578000000.0,2026-03-31
BankA,Banks,GS,income_tax,income_statement,IncomeTaxExpenseBenefit,sec_companyfacts,21,856000000.0,2026-03-31
BankA,Banks,JPM,income_tax,income_statement,IncomeTaxExpenseBenefit,sec_companyfacts,21,3985000000.0,2026-03-31
BankA,Banks,MS,income_tax,income_statement,IncomeTaxExpenseBenefit,sec_companyfacts,21,1373000000.0,2026-03-31
BankA,Banks,SCHW,income_tax,income_statement,IncomeTaxExpenseBenefit,sec_companyfacts,21,709000000.0,2026-03-31
BankA,Banks,WFC,income_tax,income_statement,IncomeTaxExpenseBenefit,sec_companyfacts,21,691000000.0,2026-03-31
BankA,Banks,AXP,net_income,income_statement,NetIncomeLoss,sec_companyfacts,21,2971000000.0,2026-03-31
BankA,Banks,BAC,net_income,income_statement,NetIncomeLoss,sec_companyfacts,21,8584000000.0,2026-03-31
BankA,Banks,C,net_income,income_statement,NetIncomeLoss,ixbrl_dimensional,21,5785000000.0,2026-03-31
BankA,Banks,GS,net_income,income_statement,NetIncomeLoss,sec_companyfacts,21,5630000000.0,2026-03-31
BankA,Banks,JPM,net_income,income_statement,NetIncomeLoss,sec_companyfacts,21,16494000000.0,2026-03-31
BankA,Banks,MS,net_income,income_statement,NetIncomeLoss,sec_companyfacts,21,5567000000.0,2026-03-31
BankA,Banks,SCHW,net_income,income_statement,NetIncomeLoss,sec_companyfacts,21,2479000000.0,2026-03-31
BankA,Banks,WFC,net_income,income_statement,NetIncomeLoss,sec_companyfacts,21,5253000000.0,2026-03-31
BankA,Banks,AXP,net_interest_income,income_statement,InterestIncomeExpenseNet,sec_companyfacts,21,4692000000.0,2026-03-31
BankA,Banks,BAC,net_interest_income,income_statement,InterestIncomeExpenseNet,sec_companyfacts,21,15745000000.0,2026-03-31
BankA,Banks,C,net_interest_income,income_statement,InterestIncomeExpenseNet,ixbrl_dimensional,21,15741000000.0,2026-03-31
BankA,Banks,GS,net_interest_income,income_statement,InterestIncomeExpenseNet,sec_companyfacts,21,3555000000.0,2026-03-31
BankA,Banks,JPM,net_interest_income,income_statement,InterestIncomeExpenseNet,sec_companyfacts,21,25366000000.0,2026-03-31
BankA,Banks,MS,net_interest_income,income_statement,InterestIncomeExpenseNet,sec_companyfacts,21,2703000000.0,2026-03-31
BankA,Banks,SCHW,net_interest_income,income_statement,InterestIncomeExpenseNet,sec_companyfacts,21,3144000000.0,2026-03-31
BankA,Banks,WFC,net_interest_income,income_statement,InterestIncomeExpenseNet,sec_companyfacts,21,12096000000.0,2026-03-31
BankA,Banks,AXP,noninterest_expense,income_statement,NoninterestExpense,sec_companyfacts,21,13878000000.0,2026-03-31
BankA,Banks,BAC,noninterest_expense,income_statement,NoninterestExpense,sec_companyfacts,21,18531000000.0,2026-03-31
BankA,Banks,C,noninterest_expense,income_statement,NoninterestExpense,ixbrl_dimensional,21,14311000000.0,2026-03-31
BankA,Banks,GS,noninterest_expense,income_statement,NoninterestExpense,sec_companyfacts,21,10426000000.0,2026-03-31
BankA,Banks,JPM,noninterest_expense,income_statement,NoninterestExpense,sec_companyfacts,21,26850000000.0,2026-03-31
BankA,Banks,MS,noninterest_expense,income_statement,NoninterestExpense,sec_companyfacts,21,13471000000.0,2026-03-31
BankA,Banks,SCHW,noninterest_expense,income_statement,NoninterestExpense,sec_companyfacts,21,3294000000.0,2026-03-31
BankA,Banks,WFC,noninterest_expense,income_statement,NoninterestExpense,sec_companyfacts,21,14330000000.0,2026-03-31
BankA,Banks,AXP,operating_cash_flow,cash_flow_statement,NetCashProvidedByUsedInOperatingActivities,sec_companyfacts,21,3804000000.0,2026-03-31
BankA,Banks,BAC,operating_cash_flow,cash_flow_statement,NetCashProvidedByUsedInOperatingActivities,sec_companyfacts,21,41770000000.0,2026-03-31
BankA,Banks,C,operating_cash_flow,cash_flow_statement,NetCashProvidedByUsedInOperatingActivities,ixbrl_dimensional,21,-21873000000.0,2026-03-31
BankA,Banks,GS,operating_cash_flow,cash_flow_statement,NetCashProvidedByUsedInOperatingActivities,sec_companyfacts,21,-31868000000.0,2026-03-31
BankA,Banks,JPM,operating_cash_flow,cash_flow_statement,NetCashProvidedByUsedInOperatingActivities,sec_companyfacts,21,-211761000000.0,2026-03-31
BankA,Banks,MS,operating_cash_flow,cash_flow_statement,NetCashProvidedByUsedInOperatingActivities,sec_companyfacts,21,-7098000000.0,2026-03-31
BankA,Banks,SCHW,operating_cash_flow,cash_flow_statement,NetCashProvidedByUsedInOperatingActivities,sec_companyfacts,21,7342000000.0,2026-03-31
BankA,Banks,WFC,operating_cash_flow,cash_flow_statement,NetCashProvidedByUsedInOperatingActivities,sec_companyfacts,21,9143000000.0,2026-03-31
BankA,Banks,AXP,other_loans,balance_sheet,NotesReceivableNet,ixbrl_dimensional,21,10535000000.0,2026-03-31
BankA,Banks,AXP,retained_earnings,balance_sheet,RetainedEarningsAccumulatedDeficit,sec_companyfacts,21,26088000000.0,2026-03-31
BankA,Banks,BAC,retained_earnings,balance_sheet,RetainedEarningsAccumulatedDeficit,sec_companyfacts,21,267765000000.0,2026-03-31
BankA,Banks,C,retained_earnings,balance_sheet,RetainedEarningsAccumulatedDeficit,ixbrl_dimensional,21,219542000000.0,2026-03-31
BankA,Banks,GS,retained_earnings,balance_sheet,RetainedEarningsAccumulatedDeficit,sec_companyfacts,21,169316000000.0,2026-03-31
BankA,Banks,JPM,retained_earnings,balance_sheet,RetainedEarningsAccumulatedDeficit,sec_companyfacts,21,428206000000.0,2026-03-31
BankA,Banks,MS,retained_earnings,balance_sheet,RetainedEarningsAccumulatedDeficit,sec_companyfacts,21,118913000000.0,2026-03-31
BankA,Banks,SCHW,retained_earnings,balance_sheet,RetainedEarningsAccumulatedDeficit,sec_companyfacts,21,45912000000.0,2026-03-31
BankA,Banks,WFC,retained_earnings,balance_sheet,RetainedEarningsAccumulatedDeficit,sec_companyfacts,21,232459000000.0,2026-03-31
BankA,Banks,AXP,revenue,income_statement,RevenuesNetOfInterestExpense,sec_companyfacts,21,18907000000.0,2026-03-31
BankA,Banks,BAC,revenue,income_statement,Revenues,sec_companyfacts,21,30272000000.0,2026-03-31
BankA,Banks,C,revenue,income_statement,Revenues,ixbrl_dimensional,21,24633000000.0,2026-03-31
BankA,Banks,GS,revenue,income_statement,RevenuesNetOfInterestExpense,sec_companyfacts,21,17227000000.0,2026-03-31
BankA,Banks,JPM,revenue,income_statement,RevenuesNetOfInterestExpense,sec_companyfacts,21,49836000000.0,2026-03-31
BankA,Banks,MS,revenue,income_statement,RevenuesNetOfInterestExpense,sec_companyfacts,21,20580000000.0,2026-03-31
BankA,Banks,SCHW,revenue,income_statement,Revenues,sec_companyfacts,21,6482000000.0,2026-03-31
BankA,Banks,WFC,revenue,income_statement,RevenuesNetOfInterestExpense,sec_companyfacts,21,21446000000.0,2026-03-31
BankA,Banks,AXP,total_assets,balance_sheet,Assets,sec_companyfacts,21,308894000000.0,2026-03-31
BankA,Banks,BAC,total_assets,balance_sheet,Assets,sec_companyfacts,21,3496186000000.0,2026-03-31
BankA,Banks,C,total_assets,balance_sheet,Assets,ixbrl_dimensional,21,2777687000000.0,2026-03-31
BankA,Banks,GS,total_assets,balance_sheet,Assets,sec_companyfacts,21,2060180000000.0,2026-03-31
BankA,Banks,JPM,total_assets,balance_sheet,Assets,sec_companyfacts,21,4900475000000.0,2026-03-31
BankA,Banks,MS,total_assets,balance_sheet,Assets,sec_companyfacts,21,1581418000000.0,2026-03-31
BankA,Banks,SCHW,total_assets,balance_sheet,Assets,sec_companyfacts,21,493319000000.0,2026-03-31
BankA,Banks,WFC,total_assets,balance_sheet,Assets,sec_companyfacts,21,2205752000000.0,2026-03-31
BankA,Banks,AXP,total_deposits,balance_sheet,Deposits,sec_companyfacts,21,157948000000.0,2026-03-31
BankA,Banks,BAC,total_deposits,balance_sheet,Deposits,sec_companyfacts,21,2037663000000.0,2026-03-31
BankA,Banks,C,total_deposits,balance_sheet,Deposits,ixbrl_dimensional,21,1446240000000.0,2026-03-31
BankA,Banks,GS,total_deposits,balance_sheet,Deposits,sec_companyfacts,21,561263000000.0,2026-03-31
BankA,Banks,JPM,total_deposits,balance_sheet,Deposits,sec_companyfacts,21,2675520000000.0,2026-03-31
BankA,Banks,MS,total_deposits,balance_sheet,Deposits,sec_companyfacts,21,427971000000.0,2026-03-31
BankA,Banks,SCHW,total_deposits,balance_sheet,Deposits,sec_companyfacts,21,253041000000.0,2026-03-31
BankA,Banks,WFC,total_deposits,balance_sheet,Deposits,sec_companyfacts,21,1454939000000.0,2026-03-31
BankA,Banks,AXP,total_equity,balance_sheet,StockholdersEquity,sec_companyfacts,21,33995000000.0,2026-03-31
BankA,Banks,BAC,total_equity,balance_sheet,StockholdersEquity,sec_companyfacts,21,300668000000.0,2026-03-31
BankA,Banks,C,total_equity,balance_sheet,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,ixbrl_dimensional,21,212572000000.0,2026-03-31
BankA,Banks,GS,total_equity,balance_sheet,StockholdersEquity,sec_companyfacts,21,122782000000.0,2026-03-31
BankA,Banks,JPM,total_equity,balance_sheet,StockholdersEquity,sec_companyfacts,21,364038000000.0,2026-03-31
BankA,Banks,MS,total_equity,balance_sheet,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,sec_companyfacts,21,115384000000.0,2026-03-31
BankA,Banks,SCHW,total_equity,balance_sheet,StockholdersEquity,sec_companyfacts,21,49234000000.0,2026-03-31
BankA,Banks,WFC,total_equity,balance_sheet,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,sec_companyfacts,21,180313000000.0,2026-03-31
BankA,Banks,AXP,total_loans,balance_sheet,(calculated/none),calculated,21,220259000000.0,2026-03-31
BankA,Banks,BAC,total_loans,balance_sheet,"FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss, NotesReceivableNet",sec_companyfacts,21,1191887000000.0,2026-03-31
BankA,Banks,C,total_loans,balance_sheet,"FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss, NotesReceivableNet",ixbrl_dimensional,21,741980000000.0,2026-03-31
BankA,Banks,GS,total_loans,balance_sheet,"LoansAndLeasesReceivableNetReportedAmount, NotesReceivableNet",sec_companyfacts,21,252849000000.0,2026-03-31
BankA,Banks,JPM,total_loans,balance_sheet,"FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss, NotesReceivableNet",sec_companyfacts,21,1477592000000.0,2026-03-31
BankA,Banks,MS,total_loans,balance_sheet,"FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss, NotesReceivableNet",sec_companyfacts,21,276683000000.0,2026-03-31
BankA,Banks,SCHW,total_loans,balance_sheet,"FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss, NotesReceivableNet",sec_companyfacts,21,60872000000.0,2026-03-31
BankA,Banks,WFC,total_loans,balance_sheet,"FinancingReceivableAndNetInvestmentInLeaseExcludingAccruedInterestBeforeAllowanceForCreditLoss, LoansAndLeasesReceivableNetReportedAmount",ixbrl_dimensional,21,1016787000000.0,2026-03-31
CommA,Communication,DIS,capital_expenditure,cash_flow_statement,PaymentsToAcquirePropertyPlantAndEquipment,sec_companyfacts,22,1973000000.0,2026-03-28
CommA,Communication,GOOG,capital_expenditure,cash_flow_statement,PaymentsToAcquirePropertyPlantAndEquipment,sec_companyfacts,21,35674000000.0,2026-03-31
CommA,Communication,GOOGL,capital_expenditure,cash_flow_statement,PaymentsToAcquirePropertyPlantAndEquipment,sec_companyfacts,21,35674000000.0,2026-03-31
CommA,Communication,META,capital_expenditure,cash_flow_statement,PaymentsToAcquirePropertyPlantAndEquipment,sec_companyfacts,21,18997000000.0,2026-03-31
CommA,Communication,NFLX,capital_expenditure,cash_flow_statement,PaymentsToAcquirePropertyPlantAndEquipment,sec_companyfacts,21,196130000.0,2026-03-31
CommA,Communication,T,capital_expenditure,cash_flow_statement,PaymentsToAcquireProductiveAssets,sec_companyfacts,21,4877000000.0,2026-03-31
CommA,Communication,VZ,capital_expenditure,cash_flow_statement,PaymentsToAcquireOtherProductiveAssets,sec_companyfacts,21,4201000000.0,2026-03-31
CommA,Communication,DIS,cash_and_cash_equivalents,balance_sheet,CashAndCashEquivalentsAtCarryingValue,sec_companyfacts,23,5682000000.0,2026-03-28
CommA,Communication,GOOG,cash_and_cash_equivalents,balance_sheet,CashAndCashEquivalentsAtCarryingValue,sec_companyfacts,21,38063000000.0,2026-03-31
CommA,Communication,GOOGL,cash_and_cash_equivalents,balance_sheet,CashAndCashEquivalentsAtCarryingValue,sec_companyfacts,21,38063000000.0,2026-03-31
CommA,Communication,META,cash_and_cash_equivalents,balance_sheet,CashAndCashEquivalentsAtCarryingValue,sec_companyfacts,21,23426000000.0,2026-03-31
CommA,Communication,NFLX,cash_and_cash_equivalents,balance_sheet,CashAndCashEquivalentsAtCarryingValue,sec_companyfacts,21,12259772000.0,2026-03-31
CommA,Communication,T,cash_and_cash_equivalents,balance_sheet,CashAndCashEquivalentsAtCarryingValue,sec_companyfacts,21,11964000000.0,2026-03-31
CommA,Communication,VZ,cash_and_cash_equivalents,balance_sheet,CashAndCashEquivalentsAtCarryingValue,sec_companyfacts,21,8366000000.0,2026-03-31
CommA,Communication,DIS,cost_of_product,income_statement,CostOfGoodsAndServicesSold,ixbrl_dimensional,23,1484000000.0,2026-03-28
CommA,Communication,T,cost_of_product,income_statement,CostOfGoodsAndServicesSold,ixbrl_dimensional,21,6305000000.0,2026-03-31
CommA,Communication,VZ,cost_of_product,income_statement,CostOfGoodsAndServicesSold,ixbrl_dimensional,21,6506000000.0,2026-03-31
CommA,Communication,DIS,cost_of_revenue,income_statement,(calculated/none),calculated,23,15901000000.0,2026-03-28
CommA,Communication,GOOG,cost_of_revenue,income_statement,CostOfRevenue,sec_companyfacts,21,41271000000.0,2026-03-31
CommA,Communication,GOOGL,cost_of_revenue,income_statement,CostOfRevenue,sec_companyfacts,21,41271000000.0,2026-03-31
CommA,Communication,META,cost_of_revenue,income_statement,CostOfRevenue,sec_companyfacts,21,10218000000.0,2026-03-31
CommA,Communication,NFLX,cost_of_revenue,income_statement,CostOfRevenue,sec_companyfacts,21,5888238000.0,2026-03-31
CommA,Communication,T,cost_of_revenue,income_statement,CostOfRevenue,calculated,21,12566000000.0,2026-03-31
CommA,Communication,VZ,cost_of_revenue,income_statement,(calculated/none),calculated,21,13673000000.0,2026-03-31
CommA,Communication,DIS,cost_of_service,income_statement,CostOfGoodsAndServicesSold,ixbrl_dimensional,23,14417000000.0,2026-03-28
CommA,Communication,T,cost_of_service,income_statement,OtherCostOfOperatingRevenue,ixbrl_dimensional,21,6261000000.0,2026-03-31
CommA,Communication,VZ,cost_of_service,income_statement,CostOfGoodsAndServicesSold,ixbrl_dimensional,21,7167000000.0,2026-03-31
CommA,Communication,DIS,gross_profit,income_statement,(calculated/none),calculated,23,9267000000.0,2026-03-28
CommA,Communication,GOOG,gross_profit,income_statement,(calculated/none),calculated,21,68625000000.0,2026-03-31
CommA,Communication,GOOGL,gross_profit,income_statement,(calculated/none),calculated,21,68625000000.0,2026-03-31
CommA,Communication,META,gross_profit,income_statement,(calculated/none),calculated,21,46093000000.0,2026-03-31
CommA,Communication,NFLX,gross_profit,income_statement,(calculated/none),calculated,21,6361519000.0,2026-03-31
CommA,Communication,T,gross_profit,income_statement,(calculated/none),calculated,21,18940000000.0,2026-03-31
CommA,Communication,VZ,gross_profit,income_statement,(calculated/none),calculated,21,20767000000.0,2026-03-31
CommA,Communication,DIS,income_before_tax,income_statement,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,sec_companyfacts,23,3367000000.0,2026-03-28
CommA,Communication,GOOG,income_before_tax,income_statement,"IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest, IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments",sec_companyfacts,21,77412000000.0,2026-03-31
CommA,Communication,GOOGL,income_before_tax,income_statement,"IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest, IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments",sec_companyfacts,21,77412000000.0,2026-03-31
CommA,Communication,META,income_before_tax,income_statement,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,sec_companyfacts,21,21752000000.0,2026-03-31
CommA,Communication,NFLX,income_before_tax,income_statement,"IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest, IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments",sec_companyfacts,21,6547086000.0,2026-03-31
CommA,Communication,T,income_before_tax,income_statement,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,sec_companyfacts,21,5398000000.0,2026-03-31
CommA,Communication,VZ,income_before_tax,income_statement,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,sec_companyfacts,21,6784000000.0,2026-03-31
CommA,Communication,DIS,income_tax,income_statement,IncomeTaxExpenseBenefit,sec_companyfacts,23,902000000.0,2026-03-28
CommA,Communication,GOOG,income_tax,income_statement,IncomeTaxExpenseBenefit,sec_companyfacts,21,14834000000.0,2026-03-31
CommA,Communication,GOOGL,income_tax,income_statement,IncomeTaxExpenseBenefit,sec_companyfacts,21,14834000000.0,2026-03-31
CommA,Communication,META,income_tax,income_statement,IncomeTaxExpenseBenefit,sec_companyfacts,21,-5021000000.0,2026-03-31
CommA,Communication,NFLX,income_tax,income_statement,IncomeTaxExpenseBenefit,sec_companyfacts,21,1264295000.0,2026-03-31
CommA,Communication,T,income_tax,income_statement,IncomeTaxExpenseBenefit,sec_companyfacts,21,1179000000.0,2026-03-31
CommA,Communication,VZ,income_tax,income_statement,IncomeTaxExpenseBenefit,sec_companyfacts,21,1638000000.0,2026-03-31
CommA,Communication,DIS,long_term_debt,balance_sheet,LongTermDebtNoncurrent,sec_companyfacts,23,38471000000.0,2026-03-28
CommA,Communication,GOOG,long_term_debt,balance_sheet,"LongTermDebt, LongTermDebtAndCapitalLeaseObligations, LongTermDebtNoncurrent",sec_companyfacts,21,77501000000.0,2026-03-31
CommA,Communication,GOOGL,long_term_debt,balance_sheet,"LongTermDebt, LongTermDebtAndCapitalLeaseObligations, LongTermDebtNoncurrent",sec_companyfacts,21,77501000000.0,2026-03-31
CommA,Communication,META,long_term_debt,balance_sheet,LongTermDebtNoncurrent,sec_companyfacts,15,58748000000.0,2026-03-31
CommA,Communication,NFLX,long_term_debt,balance_sheet,LongTermDebtNoncurrent,sec_companyfacts,21,13361331000.0,2026-03-31
CommA,Communication,T,long_term_debt,balance_sheet,"LongTermDebt, LongTermDebtAndCapitalLeaseObligations",sec_companyfacts,21,131589000000.0,2026-03-31
CommA,Communication,VZ,long_term_debt,balance_sheet,LongTermDebtAndCapitalLeaseObligations,sec_companyfacts,21,144231000000.0,2026-03-31
CommA,Communication,DIS,net_income,income_statement,NetIncomeLoss,sec_companyfacts,23,2247000000.0,2026-03-28
CommA,Communication,GOOG,net_income,income_statement,NetIncomeLoss,sec_companyfacts,21,62578000000.0,2026-03-31
CommA,Communication,GOOGL,net_income,income_statement,NetIncomeLoss,sec_companyfacts,21,62578000000.0,2026-03-31
CommA,Communication,META,net_income,income_statement,NetIncomeLoss,sec_companyfacts,21,26773000000.0,2026-03-31
CommA,Communication,NFLX,net_income,income_statement,NetIncomeLoss,sec_companyfacts,21,5282791000.0,2026-03-31
CommA,Communication,T,net_income,income_statement,NetIncomeLoss,sec_companyfacts,21,3829000000.0,2026-03-31
CommA,Communication,VZ,net_income,income_statement,NetIncomeLoss,sec_companyfacts,21,5045000000.0,2026-03-31
CommA,Communication,DIS,operating_cash_flow,cash_flow_statement,"NetCashProvidedByUsedInOperatingActivities, NetCashProvidedByUsedInOperatingActivitiesContinuingOperations",sec_companyfacts,22,6914000000.0,2026-03-28
CommA,Communication,GOOG,operating_cash_flow,cash_flow_statement,NetCashProvidedByUsedInOperatingActivities,sec_companyfacts,21,45790000000.0,2026-03-31
CommA,Communication,GOOGL,operating_cash_flow,cash_flow_statement,NetCashProvidedByUsedInOperatingActivities,sec_companyfacts,21,45790000000.0,2026-03-31
CommA,Communication,META,operating_cash_flow,cash_flow_statement,NetCashProvidedByUsedInOperatingActivities,sec_companyfacts,21,32226000000.0,2026-03-31
CommA,Communication,NFLX,operating_cash_flow,cash_flow_statement,NetCashProvidedByUsedInOperatingActivities,sec_companyfacts,21,5290205000.0,2026-03-31
CommA,Communication,T,operating_cash_flow,cash_flow_statement,"NetCashProvidedByUsedInOperatingActivities, NetCashProvidedByUsedInOperatingActivitiesContinuingOperations",sec_companyfacts,21,7595000000.0,2026-03-31
CommA,Communication,VZ,operating_cash_flow,cash_flow_statement,NetCashProvidedByUsedInOperatingActivities,sec_companyfacts,21,7984000000.0,2026-03-31
CommA,Communication,DIS,operating_income,income_statement,OperatingIncomeLoss,sec_companyfacts,23,4603000000.0,2026-03-28
CommA,Communication,GOOG,operating_income,income_statement,OperatingIncomeLoss,sec_companyfacts,21,39696000000.0,2026-03-31
CommA,Communication,GOOGL,operating_income,income_statement,OperatingIncomeLoss,sec_companyfacts,21,39696000000.0,2026-03-31
CommA,Communication,META,operating_income,income_statement,OperatingIncomeLoss,sec_companyfacts,21,22872000000.0,2026-03-31
CommA,Communication,NFLX,operating_income,income_statement,OperatingIncomeLoss,sec_companyfacts,21,3956997000.0,2026-03-31
CommA,Communication,T,operating_income,income_statement,OperatingIncomeLoss,sec_companyfacts,21,6658000000.0,2026-03-31
CommA,Communication,VZ,operating_income,income_statement,OperatingIncomeLoss,sec_companyfacts,21,8242000000.0,2026-03-31
CommA,Communication,GOOG,research_and_development,income_statement,ResearchAndDevelopmentExpense,sec_companyfacts,21,17032000000.0,2026-03-31
CommA,Communication,GOOGL,research_and_development,income_statement,ResearchAndDevelopmentExpense,sec_companyfacts,21,17032000000.0,2026-03-31
CommA,Communication,META,research_and_development,income_statement,ResearchAndDevelopmentExpense,sec_companyfacts,21,17699000000.0,2026-03-31
CommA,Communication,NFLX,research_and_development,income_statement,"ResearchAndDevelopmentExpense, TechnologyandDevelopmentExpense",sec_companyfacts,21,959696000.0,2026-03-31
CommA,Communication,DIS,revenue,income_statement,Revenues,sec_companyfacts,23,25168000000.0,2026-03-28
CommA,Communication,GOOG,revenue,income_statement,"RevenueFromContractWithCustomerExcludingAssessedTax, Revenues",sec_companyfacts,21,109896000000.0,2026-03-31
CommA,Communication,GOOGL,revenue,income_statement,"RevenueFromContractWithCustomerExcludingAssessedTax, Revenues",sec_companyfacts,21,109896000000.0,2026-03-31
CommA,Communication,META,revenue,income_statement,RevenueFromContractWithCustomerExcludingAssessedTax,sec_companyfacts,21,56311000000.0,2026-03-31
CommA,Communication,NFLX,revenue,income_statement,Revenues,sec_companyfacts,21,12249757000.0,2026-03-31
CommA,Communication,T,revenue,income_statement,Revenues,sec_companyfacts,21,31506000000.0,2026-03-31
CommA,Communication,VZ,revenue,income_statement,Revenues,sec_companyfacts,21,34440000000.0,2026-03-31
CommA,Communication,DIS,short_term_debt,balance_sheet,LongTermDebtCurrent,sec_companyfacts,23,8887000000.0,2026-03-28
CommA,Communication,GOOG,short_term_debt,balance_sheet,LongTermDebtCurrent,sec_companyfacts,17,1998000000.0,2026-03-31
CommA,Communication,GOOGL,short_term_debt,balance_sheet,LongTermDebtCurrent,sec_companyfacts,17,1998000000.0,2026-03-31
CommA,Communication,NFLX,short_term_debt,balance_sheet,ShortTermBorrowings,sec_companyfacts,21,999185000.0,2026-03-31
CommA,Communication,T,short_term_debt,balance_sheet,"DebtCurrent, LongTermDebtAndCapitalLeaseObligationsCurrent",sec_companyfacts,21,6818000000.0,2026-03-31
CommA,Communication,VZ,short_term_debt,balance_sheet,"LongTermDebtAndCapitalLeaseObligationsCurrent, LongTermDebtCurrent",sec_companyfacts,21,28229000000.0,2026-03-31
CommA,Communication,DIS,total_assets,balance_sheet,Assets,sec_companyfacts,23,205217000000.0,2026-03-28
CommA,Communication,GOOG,total_assets,balance_sheet,Assets,sec_companyfacts,21,703919000000.0,2026-03-31
CommA,Communication,GOOGL,total_assets,balance_sheet,Assets,sec_companyfacts,21,703919000000.0,2026-03-31
CommA,Communication,META,total_assets,balance_sheet,Assets,sec_companyfacts,21,395250000000.0,2026-03-31
CommA,Communication,NFLX,total_assets,balance_sheet,Assets,sec_companyfacts,21,61015914000.0,2026-03-31
CommA,Communication,T,total_assets,balance_sheet,Assets,sec_companyfacts,21,421188000000.0,2026-03-31
CommA,Communication,VZ,total_assets,balance_sheet,Assets,sec_companyfacts,21,417882000000.0,2026-03-31
CommA,Communication,DIS,total_equity,balance_sheet,StockholdersEquity,sec_companyfacts,23,108708000000.0,2026-03-28
CommA,Communication,GOOG,total_equity,balance_sheet,StockholdersEquity,sec_companyfacts,21,478746000000.0,2026-03-31
CommA,Communication,GOOGL,total_equity,balance_sheet,StockholdersEquity,sec_companyfacts,21,478746000000.0,2026-03-31
CommA,Communication,META,total_equity,balance_sheet,StockholdersEquity,sec_companyfacts,21,243681000000.0,2026-03-31
CommA,Communication,NFLX,total_equity,balance_sheet,StockholdersEquity,sec_companyfacts,21,31126399000.0,2026-03-31
CommA,Communication,T,total_equity,balance_sheet,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,sec_companyfacts,21,125619000000.0,2026-03-31
CommA,Communication,VZ,total_equity,balance_sheet,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,sec_companyfacts,21,104622000000.0,2026-03-31
DiscA,Consumer Discretionary,AMZN,capital_expenditure,cash_flow_statement,PaymentsToAcquireProductiveAssets,sec_companyfacts,21,44203000000.0,2026-03-31
DiscA,Consumer Discretionary,BKNG,capital_expenditure,cash_flow_statement,PaymentsToAcquirePropertyPlantAndEquipment,sec_companyfacts,21,107000000.0,2026-03-31
DiscA,Consumer Discretionary,HD,capital_expenditure,cash_flow_statement,PaymentsToAcquireProductiveAssets,sec_companyfacts,21,844000000.0,2026-05-03
DiscA,Consumer Discretionary,MCD,capital_expenditure,cash_flow_statement,PaymentsToAcquirePropertyPlantAndEquipment,sec_companyfacts,21,682000000.0,2026-03-31
DiscA,Consumer Discretionary,TJX,capital_expenditure,cash_flow_statement,PaymentsToAcquirePropertyPlantAndEquipment,sec_companyfacts,21,662000000.0,2026-05-02
DiscA,Consumer Discretionary,TSLA,capital_expenditure,cash_flow_statement,PaymentsToAcquirePropertyPlantAndEquipment,sec_companyfacts,21,2493000000.0,2026-03-31
DiscA,Consumer Discretionary,UBER,capital_expenditure,cash_flow_statement,PaymentsToAcquirePropertyPlantAndEquipment,sec_companyfacts,21,65000000.0,2026-03-31
DiscA,Consumer Discretionary,AMZN,cash_and_cash_equivalents,balance_sheet,CashAndCashEquivalentsAtCarryingValue,sec_companyfacts,21,101816000000.0,2026-03-31
DiscA,Consumer Discretionary,BKNG,cash_and_cash_equivalents,balance_sheet,CashAndCashEquivalentsAtCarryingValue,sec_companyfacts,21,16024000000.0,2026-03-31
