n_train,train_rmse,val_rmse,train_spearman,val_spearman
119,0.6501725061250164,1.9931567669031311,0.9724540663723118,-0.030815840425680092
216,0.8782671451469228,2.0305542162610593,0.933451219947844,-0.10399353679430567
313,0.9696383662790129,1.9992328595418183,0.8896691310561601,-0.04669108941232187
410,1.101358768191118,1.928621662957429,0.857568601777785,0.006418631861932553
507,1.1848807733105373,1.9567934125094242,0.8265608854579967,-0.10533493056232675
604,1.3083970884901952,1.9998319607996562,0.8108459944271853,-0.1800587817414439
701,1.506959479477235,2.02563497121833,0.7832884123326349,-0.18345753646000193
799,1.5392138213641349,1.9529325213517774,0.7660704404942268,-0.13780418158264962
